Location,Date,Time,T2M,T2M_MIN, ,T2MDEW,PRECTOTCORR,RH2M,GWETPROF,GWETROOT,GWETTOP
Miami,2020,3,0.260000,85.380000,25.030000,24.190000,26.060000,22.410000,0.500000,0.450000,0.640000
Miami,2020,4,1.080000,84.190000,24.980000,20.980000,26.910000,22.090000,0.500000,0.440000,0.640000
Miami,2020,5,0.010000,73.880000,19.380000,16.480000,21.160000,14.540000,0.490000,0.440000,0.630000
Miami,2020,6,0.200000,70.690000,20.580000,18.650000,22.080000,15.010000,0.490000,0.430000,0.620000
Miami,2020,7,0.100000,58.380000,22.180000,20.820000,23.730000,13.620000,0.490000,0.430000,0.620000
Miami,2020,8,0.100000,69.560000,21.800000,19.220000,23.680000,15.920000,0.490000,0.420000,0.620000
Miami,2020,9,0.270000,67.940000,23.470000,22.900000,23.800000,17.210000,0.480000,0.420000,0.610000
Miami,2020,10,1.250000,79.440000,24.280000,23.570000,24.760000,20.500000,0.480000,0.420000,0.620000
Miami,2020,11,0.200000,84.120000,24.850000,24.270000,25.530000,22.010000,0.480000,0.410000,0.620000
Miami,2020,12,0.490000,85.000000,24.880000,24.370000,25.600000,22.200000,0.480000,0.410000,0.620000
Miami,2020,13,0.370000,77.690000,24.750000,23.940000,25.740000,20.570000,0.480000,0.410000,0.620000
Miami,2020,14,0.180000,76.690000,24.560000,23.820000,25.480000,20.170000,0.480000,0.410000,0.620000
Miami,2020,15,0.000000,67.560000,23.980000,23.200000,24.920000,17.620000,0.480000,0.410000,0.610000
Miami,2020,16,0.000000,68.880000,23.880000,23.060000,24.980000,17.820000,0.480000,0.410000,0.610000
Miami,2020,17,0.830000,74.880000,23.870000,22.940000,24.940000,19.120000,0.480000,0.410000,0.610000
Miami,2020,18,0.070000,69.440000,22.910000,22.150000,23.600000,17.020000,0.470000,0.410000,0.600000
Miami,2020,19,0.040000,72.750000,23.510000,22.490000,24.600000,18.320000,0.470000,0.400000,0.600000
Miami,2020,20,0.750000,78.440000,21.630000,18.720000,22.960000,17.580000,0.470000,0.400000,0.610000
Miami,2020,21,0.170000,75.750000,17.310000,12.270000,19.500000,12.700000,0.470000,0.400000,0.600000
Miami,2020,22,1.560000,86.500000,14.290000,9.300000,19.950000,11.830000,0.470000,0.400000,0.610000
Miami,2020,23,2.470000,77.880000,21.510000,20.120000,22.770000,17.480000,0.470000,0.410000,0.630000
Miami,2020,24,1.100000,74.190000,22.430000,21.350000,23.550000,17.600000,0.470000,0.410000,0.630000
Miami,2020,25,1.640000,73.500000,22.320000,21.120000,23.550000,17.320000,0.470000,0.410000,0.620000
Miami,2020,26,0.000000,60.000000,19.840000,16.650000,22.190000,11.590000,0.460000,0.410000,0.610000
Miami,2020,27,0.230000,67.250000,22.060000,20.900000,23.470000,15.630000,0.460000,0.410000,0.610000
Miami,2020,28,2.470000,80.620000,21.990000,20.750000,23.560000,18.470000,0.460000,0.410000,0.620000
Miami,2020,29,3.290000,75.560000,22.910000,21.630000,24.380000,18.280000,0.460000,0.410000,0.630000
Miami,2020,30,5.140000,78.810000,22.530000,21.830000,23.340000,18.530000,0.470000,0.410000,0.660000
Miami,2020,31,8.330000,75.940000,23.480000,22.230000,24.510000,18.940000,0.470000,0.410000,0.650000
Miami,2020,32,18.210000,88.750000,23.120000,19.420000,25.190000,21.150000,0.480000,0.460000,0.740000
Miami,2020,33,0.010000,72.500000,17.470000,15.140000,19.330000,12.230000,0.480000,0.450000,0.650000
Miami,2020,34,0.010000,59.940000,18.830000,16.240000,21.060000,10.710000,0.480000,0.450000,0.630000
Miami,2020,35,0.000000,68.810000,22.220000,20.830000,23.580000,16.200000,0.480000,0.440000,0.620000
Miami,2020,36,0.000000,78.620000,23.330000,22.140000,24.350000,19.420000,0.480000,0.430000,0.620000
Miami,2020,37,0.230000,84.810000,25.120000,23.930000,26.080000,22.400000,0.480000,0.420000,0.620000
Miami,2020,38,13.590000,78.750000,22.150000,19.690000,25.570000,18.150000,0.480000,0.440000,0.700000
Miami,2020,39,0.090000,67.000000,22.010000,19.750000,23.690000,15.580000,0.480000,0.440000,0.630000
Miami,2020,40,0.030000,72.310000,23.190000,22.550000,23.830000,17.920000,0.480000,0.430000,0.620000
Miami,2020,41,0.480000,78.750000,24.160000,23.230000,24.940000,20.260000,0.480000,0.420000,0.620000
Miami,2020,42,0.190000,84.250000,24.670000,23.690000,25.650000,21.840000,0.480000,0.420000,0.620000
Miami,2020,43,0.030000,82.690000,25.050000,24.230000,25.880000,21.910000,0.470000,0.410000,0.620000
Miami,2020,44,0.340000,80.060000,25.380000,24.600000,26.240000,21.690000,0.470000,0.410000,0.610000
Miami,2020,45,2.700000,80.690000,25.480000,24.230000,27.120000,21.890000,0.470000,0.410000,0.620000
Miami,2020,46,7.360000,85.940000,23.980000,22.950000,24.850000,21.480000,0.470000,0.410000,0.670000
Miami,2020,47,2.880000,79.750000,24.460000,23.520000,25.160000,20.760000,0.470000,0.420000,0.650000
Miami,2020,48,0.680000,76.190000,25.070000,23.980000,26.110000,20.590000,0.470000,0.420000,0.630000
Miami,2020,49,0.440000,79.440000,25.350000,24.330000,26.120000,21.550000,0.470000,0.410000,0.620000
Miami,2020,50,0.400000,75.310000,25.770000,25.000000,26.670000,21.080000,0.470000,0.410000,0.610000
Miami,2020,51,0.920000,79.750000,25.430000,24.400000,26.550000,21.660000,0.470000,0.410000,0.610000
Miami,2020,52,4.220000,84.880000,22.530000,20.040000,24.690000,19.850000,0.460000,0.410000,0.620000
Miami,2020,53,1.380000,71.690000,22.000000,20.260000,23.000000,16.600000,0.460000,0.410000,0.630000
Miami,2020,54,0.030000,64.500000,22.190000,21.490000,22.770000,15.150000,0.460000,0.410000,0.600000
Miami,2020,55,0.060000,66.560000,23.160000,22.050000,24.020000,16.590000,0.460000,0.400000,0.600000
Miami,2020,56,0.460000,77.940000,24.810000,23.550000,25.870000,20.690000,0.460000,0.400000,0.600000
Miami,2020,57,5.770000,85.750000,25.370000,24.270000,26.890000,22.800000,0.460000,0.400000,0.630000
Miami,2020,58,1.520000,70.880000,19.590000,17.540000,23.970000,13.870000,0.460000,0.410000,0.630000
Miami,2020,59,0.000000,66.880000,16.800000,13.670000,19.690000,10.330000,0.460000,0.400000,0.590000
Miami,2020,60,0.000000,62.000000,18.080000,15.190000,20.780000,10.270000,0.450000,0.400000,0.590000
Miami,2020,61,0.000000,63.120000,20.150000,17.650000,22.040000,12.850000,0.450000,0.390000,0.590000
Miami,2020,62,0.000000,68.380000,22.330000,20.970000,23.370000,16.230000,0.450000,0.390000,0.590000
Miami,2020,63,0.250000,78.440000,23.760000,22.370000,24.970000,19.800000,0.450000,0.380000,0.590000
Miami,2020,64,0.140000,86.060000,24.640000,23.370000,25.860000,22.150000,0.450000,0.380000,0.590000
Miami,2020,65,0.240000,84.440000,25.840000,24.290000,27.580000,23.010000,0.450000,0.380000,0.590000
Miami,2020,66,2.460000,78.750000,24.850000,22.080000,26.870000,20.770000,0.450000,0.380000,0.600000
Miami,2020,67,0.000000,66.250000,20.730000,19.170000,21.930000,14.180000,0.450000,0.380000,0.590000
Miami,2020,68,0.010000,64.310000,21.420000,20.440000,22.050000,14.390000,0.440000,0.380000,0.580000
Miami,2020,69,0.770000,64.750000,22.730000,21.520000,23.550000,15.760000,0.440000,0.380000,0.580000
Miami,2020,70,1.340000,70.440000,23.370000,22.700000,24.440000,17.690000,0.440000,0.380000,0.590000
Miami,2020,71,3.620000,73.190000,23.490000,22.560000,24.560000,18.430000,0.440000,0.380000,0.610000
Miami,2020,72,0.230000,73.940000,23.460000,22.580000,24.720000,18.540000,0.440000,0.380000,0.590000
Miami,2020,73,0.070000,74.060000,24.070000,22.890000,25.290000,19.150000,0.430000,0.370000,0.580000
Miami,2020,74,0.220000,79.250000,24.620000,23.860000,25.640000,20.790000,0.430000,0.370000,0.580000
Miami,2020,75,0.100000,74.940000,24.550000,23.900000,25.410000,19.830000,0.430000,0.370000,0.570000
Miami,2020,76,0.000000,71.440000,24.500000,23.510000,25.390000,18.980000,0.420000,0.360000,0.570000
Miami,2020,77,0.050000,75.620000,24.600000,23.900000,25.650000,20.010000,0.420000,0.360000,0.570000
Miami,2020,78,0.000000,73.560000,24.210000,23.440000,25.210000,19.170000,0.420000,0.360000,0.560000
Miami,2020,79,0.020000,75.380000,24.690000,23.790000,25.640000,20.060000,0.420000,0.350000,0.560000
Miami,2020,80,0.040000,75.810000,24.770000,23.880000,25.670000,20.230000,0.410000,0.350000,0.560000
Miami,2020,81,0.010000,72.250000,24.800000,24.080000,25.900000,19.450000,0.410000,0.350000,0.550000
Miami,2020,82,0.040000,73.250000,24.660000,23.650000,25.600000,19.570000,0.410000,0.340000,0.550000
Miami,2020,83,0.010000,71.690000,24.870000,23.600000,26.030000,19.400000,0.410000,0.340000,0.550000
Miami,2020,84,0.020000,72.810000,25.190000,24.050000,26.510000,19.930000,0.410000,0.340000,0.550000
Miami,2020,85,0.020000,72.940000,25.730000,23.640000,28.100000,20.410000,0.410000,0.340000,0.540000
Miami,2020,86,0.070000,78.440000,24.900000,23.070000,26.970000,20.810000,0.410000,0.340000,0.540000
Miami,2020,87,0.070000,76.250000,25.080000,23.970000,26.440000,20.620000,0.400000,0.340000,0.540000
Miami,2020,88,0.000000,73.120000,24.690000,23.470000,25.730000,19.560000,0.400000,0.340000,0.540000
Miami,2020,89,0.170000,76.750000,25.620000,24.350000,26.980000,21.230000,0.400000,0.340000,0.540000
Miami,2020,90,0.450000,75.440000,25.790000,24.420000,27.510000,21.080000,0.400000,0.340000,0.540000
Miami,2020,91,0.300000,73.380000,26.490000,24.620000,28.690000,21.260000,0.390000,0.330000,0.540000
Miami,2020,92,1.420000,69.500000,25.330000,22.140000,27.940000,18.900000,0.390000,0.330000,0.550000
Miami,2020,93,0.000000,63.120000,23.150000,21.900000,24.570000,15.650000,0.390000,0.330000,0.530000
Miami,2020,94,0.000000,64.380000,23.730000,22.480000,25.110000,16.600000,0.390000,0.330000,0.520000
Miami,2020,95,0.060000,64.940000,24.740000,23.350000,26.380000,17.700000,0.390000,0.330000,0.520000
Miami,2020,96,1.440000,69.380000,25.440000,24.210000,26.780000,19.410000,0.380000,0.330000,0.530000
Miami,2020,97,3.740000,80.380000,25.090000,24.250000,26.810000,21.480000,0.380000,0.330000,0.570000
Miami,2020,98,0.860000,76.690000,25.580000,24.670000,26.630000,21.190000,0.380000,0.330000,0.550000
Miami,2020,99,0.230000,75.560000,27.040000,25.420000,28.800000,22.310000,0.380000,0.330000,0.530000
Miami,2020,100,0.010000,69.690000,27.330000,24.600000,30.510000,21.110000,0.380000,0.320000,0.520000
Miami,2020,101,0.680000,74.500000,27.510000,25.320000,30.490000,22.330000,0.380000,0.320000,0.520000
Miami,2020,102,4.320000,80.000000,25.810000,24.830000,26.800000,22.080000,0.380000,0.320000,0.560000
Miami,2020,103,1.760000,80.940000,27.150000,26.190000,28.080000,23.620000,0.380000,0.330000,0.580000
Miami,2020,104,0.340000,79.500000,27.580000,26.820000,28.760000,23.720000,0.380000,0.330000,0.550000
Miami,2020,105,0.230000,79.940000,27.560000,26.550000,28.680000,23.770000,0.380000,0.330000,0.540000
Miami,2020,106,0.700000,78.120000,27.980000,26.870000,29.030000,23.810000,0.380000,0.330000,0.540000
Miami,2020,107,5.060000,76.940000,27.360000,25.010000,29.730000,22.920000,0.380000,0.330000,0.570000
Miami,2020,108,6.140000,79.250000,26.740000,25.690000,27.340000,22.870000,0.380000,0.340000,0.600000
Miami,2020,109,4.020000,77.940000,27.910000,26.580000,29.580000,23.680000,0.380000,0.340000,0.610000
Miami,2020,110,0.590000,77.190000,27.550000,26.480000,28.730000,23.210000,0.380000,0.340000,0.580000
Miami,2020,111,1.080000,73.880000,28.760000,27.330000,30.500000,23.560000,0.380000,0.340000,0.550000
Miami,2020,112,6.320000,73.120000,28.080000,26.300000,30.480000,22.650000,0.380000,0.340000,0.590000
Miami,2020,113,0.110000,69.620000,26.330000,23.770000,28.380000,20.230000,0.380000,0.340000,0.550000
Miami,2020,114,0.180000,71.250000,27.260000,26.280000,28.200000,21.590000,0.380000,0.330000,0.530000
Miami,2020,115,8.160000,79.500000,28.150000,26.220000,29.870000,24.200000,0.380000,0.340000,0.590000
Miami,2020,116,8.230000,81.380000,27.600000,26.190000,28.820000,24.130000,0.380000,0.340000,0.620000
Miami,2020,117,13.210000,85.310000,27.050000,26.030000,27.640000,24.400000,0.380000,0.370000,0.680000
Miami,2020,118,0.630000,67.310000,24.860000,23.140000,26.800000,18.110000,0.390000,0.380000,0.610000
Miami,2020,119,0.010000,65.620000,24.560000,23.240000,25.480000,17.700000,0.380000,0.360000,0.570000
Miami,2020,120,0.250000,70.440000,26.250000,24.910000,27.360000,20.440000,0.380000,0.350000,0.550000
Miami,2020,121,5.810000,79.250000,26.580000,24.400000,27.480000,22.690000,0.380000,0.350000,0.610000
Miami,2020,122,0.020000,62.120000,23.940000,21.220000,26.640000,15.940000,0.380000,0.350000,0.570000
Miami,2020,123,0.000000,62.380000,24.910000,23.750000,26.180000,17.190000,0.380000,0.340000,0.540000
Miami,2020,124,0.000000,67.440000,25.010000,23.970000,26.100000,18.560000,0.380000,0.340000,0.540000
Miami,2020,125,0.000000,65.380000,25.720000,24.270000,27.740000,18.590000,0.380000,0.330000,0.530000
Miami,2020,126,0.000000,70.380000,26.380000,24.730000,28.260000,20.490000,0.380000,0.330000,0.520000
Miami,2020,127,0.140000,67.500000,27.340000,25.430000,29.640000,20.650000,0.370000,0.320000,0.520000
Miami,2020,128,0.030000,63.560000,25.380000,22.980000,27.720000,17.430000,0.370000,0.320000,0.510000
Miami,2020,129,0.000000,63.620000,24.650000,22.900000,25.950000,17.270000,0.370000,0.310000,0.510000
Miami,2020,130,0.000000,66.620000,26.080000,24.690000,27.730000,19.300000,0.370000,0.310000,0.510000
Miami,2020,131,10.670000,78.880000,24.800000,23.150000,26.480000,20.850000,0.370000,0.320000,0.560000
Miami,2020,132,6.240000,79.000000,25.000000,23.120000,26.540000,21.060000,0.370000,0.340000,0.620000
Miami,2020,133,0.000000,69.060000,25.600000,24.590000,26.440000,19.490000,0.370000,0.340000,0.550000
Miami,2020,134,0.090000,70.620000,25.710000,24.950000,26.620000,19.980000,0.370000,0.330000,0.530000
Miami,2020,135,3.240000,78.000000,25.510000,25.190000,25.830000,21.400000,0.370000,0.330000,0.560000
Miami,2020,136,52.140000,86.060000,25.260000,24.160000,25.930000,22.770000,0.380000,0.390000,0.760000
Miami,2020,137,8.220000,82.690000,26.330000,24.090000,28.650000,23.080000,0.410000,0.430000,0.680000
Miami,2020,138,4.070000,81.940000,26.740000,24.690000,28.580000,23.380000,0.410000,0.410000,0.640000
Miami,2020,139,18.870000,82.440000,26.600000,25.260000,27.300000,23.370000,0.410000,0.420000,0.730000
Miami,2020,140,7.090000,85.310000,26.860000,25.460000,28.240000,24.200000,0.420000,0.440000,0.700000
Miami,2020,141,5.220000,83.620000,27.370000,26.370000,28.340000,24.350000,0.420000,0.440000,0.670000
Miami,2020,142,3.460000,78.750000,27.400000,26.580000,28.250000,23.390000,0.420000,0.430000,0.660000
Miami,2020,143,1.110000,77.750000,27.300000,26.590000,28.060000,23.080000,0.420000,0.410000,0.630000
Miami,2020,144,6.710000,80.940000,27.020000,26.440000,27.680000,23.480000,0.420000,0.410000,0.640000
Miami,2020,145,56.220000,87.060000,25.960000,25.690000,26.590000,23.670000,0.440000,0.440000,0.780000
Miami,2020,146,57.490000,88.560000,26.300000,25.760000,27.120000,24.290000,0.480000,0.560000,0.840000
Miami,2020,147,10.430000,88.940000,27.210000,26.500000,28.030000,25.240000,0.510000,0.590000,0.770000
Miami,2020,148,7.340000,82.620000,27.790000,26.830000,28.590000,24.570000,0.520000,0.570000,0.750000
Miami,2020,149,4.720000,81.940000,27.660000,27.160000,28.280000,24.310000,0.520000,0.550000,0.730000
Miami,2020,150,3.370000,79.500000,27.580000,26.830000,28.220000,23.740000,0.520000,0.520000,0.700000
Miami,2020,151,0.490000,75.810000,27.770000,27.020000,28.470000,23.130000,0.520000,0.500000,0.680000
Miami,2020,152,1.140000,75.310000,27.890000,27.310000,28.730000,23.130000,0.510000,0.480000,0.660000
Miami,2020,153,3.690000,73.940000,28.030000,27.270000,28.870000,22.960000,0.510000,0.470000,0.660000
Miami,2020,154,11.350000,79.620000,27.380000,27.090000,27.830000,23.560000,0.510000,0.470000,0.700000
Miami,2020,155,19.350000,80.190000,27.510000,26.690000,28.440000,23.800000,0.520000,0.480000,0.750000
Miami,2020,156,29.090000,79.940000,27.160000,26.750000,27.480000,23.400000,0.540000,0.530000,0.790000
Miami,2020,157,12.080000,83.000000,28.090000,27.270000,28.560000,24.960000,0.550000,0.540000,0.740000
Miami,2020,158,17.860000,84.940000,28.300000,27.860000,28.790000,25.550000,0.550000,0.550000,0.770000
Miami,2020,159,4.010000,84.620000,28.550000,28.140000,29.180000,25.730000,0.560000,0.540000,0.720000
Miami,2020,160,6.650000,81.690000,28.370000,27.940000,28.640000,24.930000,0.560000,0.530000,0.730000
Miami,2020,161,0.780000,78.000000,28.590000,27.530000,29.760000,24.380000,0.560000,0.520000,0.690000
Miami,2020,162,5.870000,77.560000,28.480000,27.690000,29.390000,24.170000,0.560000,0.510000,0.700000
Miami,2020,163,4.980000,77.440000,27.480000,26.960000,28.210000,23.180000,0.560000,0.510000,0.700000
Miami,2020,164,0.210000,71.500000,27.620000,26.650000,28.690000,22.010000,0.550000,0.490000,0.660000
Miami,2020,165,2.220000,77.310000,27.400000,26.760000,28.030000,23.100000,0.550000,0.480000,0.660000
Miami,2020,166,16.080000,82.120000,27.220000,26.500000,27.840000,23.930000,0.550000,0.500000,0.730000
Miami,2020,167,8.220000,81.060000,26.940000,26.390000,27.620000,23.430000,0.560000,0.520000,0.730000
Miami,2020,168,0.950000,74.250000,27.270000,26.010000,28.600000,22.250000,0.560000,0.510000,0.680000
Miami,2020,169,2.670000,76.380000,27.440000,26.580000,28.300000,22.900000,0.560000,0.500000,0.670000
Miami,2020,170,9.490000,83.250000,27.400000,26.690000,28.230000,24.310000,0.560000,0.500000,0.720000
Miami,2020,171,6.910000,82.810000,27.830000,27.020000,28.690000,24.650000,0.570000,0.520000,0.730000
Miami,2020,172,3.330000,80.120000,28.230000,27.340000,29.120000,24.480000,0.570000,0.520000,0.700000
Miami,2020,173,2.010000,76.310000,28.260000,27.710000,28.940000,23.700000,0.570000,0.510000,0.700000
Miami,2020,174,3.660000,78.620000,28.540000,27.940000,29.330000,24.480000,0.570000,0.510000,0.700000
Miami,2020,175,3.220000,79.120000,28.770000,28.010000,29.560000,24.810000,0.570000,0.510000,0.700000
Miami,2020,176,3.020000,78.690000,28.980000,28.230000,29.860000,24.900000,0.570000,0.510000,0.700000
Miami,2020,177,0.360000,77.560000,29.080000,28.460000,29.920000,24.780000,0.570000,0.500000,0.680000
Miami,2020,178,0.170000,77.440000,28.900000,28.400000,29.600000,24.570000,0.560000,0.490000,0.660000
Miami,2020,179,0.070000,78.120000,28.660000,28.080000,29.320000,24.480000,0.560000,0.480000,0.660000
Miami,2020,180,0.030000,74.380000,28.910000,28.040000,29.880000,23.900000,0.550000,0.480000,0.660000
Miami,2020,181,0.540000,73.880000,29.260000,28.440000,30.330000,24.120000,0.550000,0.480000,0.660000
Miami,2020,182,1.380000,75.750000,29.300000,28.150000,30.720000,24.550000,0.550000,0.470000,0.660000
Miami,2020,183,4.480000,76.250000,29.400000,28.450000,30.840000,24.750000,0.550000,0.480000,0.690000
Miami,2020,184,4.310000,75.620000,29.410000,28.690000,30.620000,24.650000,0.550000,0.480000,0.690000
Miami,2020,185,2.350000,72.560000,29.740000,28.900000,30.830000,24.270000,0.550000,0.480000,0.670000
Miami,2020,186,5.000000,74.440000,29.570000,28.720000,30.160000,24.550000,0.550000,0.480000,0.690000
Miami,2020,187,11.780000,78.190000,29.070000,27.930000,29.860000,24.870000,0.550000,0.490000,0.720000
Miami,2020,188,7.050000,77.310000,29.040000,27.930000,29.800000,24.670000,0.560000,0.510000,0.720000
Miami,2020,189,7.030000,74.000000,29.530000,29.030000,29.980000,24.410000,0.560000,0.510000,0.720000
Miami,2020,190,7.330000,74.560000,29.670000,28.730000,30.670000,24.660000,0.560000,0.520000,0.720000
Miami,2020,191,2.740000,67.880000,29.730000,28.300000,31.490000,23.000000,0.560000,0.510000,0.700000
Miami,2020,192,3.440000,75.500000,29.560000,28.450000,30.860000,24.730000,0.560000,0.500000,0.680000
Miami,2020,193,6.780000,81.060000,28.830000,28.370000,29.290000,25.260000,0.560000,0.500000,0.710000
Miami,2020,194,5.080000,76.440000,29.370000,28.580000,30.230000,24.800000,0.560000,0.510000,0.700000
Miami,2020,195,7.800000,76.440000,29.620000,28.490000,30.850000,25.040000,0.560000,0.510000,0.710000
Miami,2020,196,5.190000,74.310000,29.570000,28.720000,30.780000,24.490000,0.560000,0.510000,0.700000
Miami,2020,197,6.440000,75.250000,29.250000,28.080000,30.480000,24.400000,0.570000,0.510000,0.710000
Miami,2020,198,5.110000,76.380000,29.000000,27.690000,30.150000,24.430000,0.570000,0.510000,0.710000
Miami,2020,199,9.140000,78.250000,28.990000,28.150000,29.830000,24.830000,0.570000,0.510000,0.720000
Miami,2020,200,14.900000,84.440000,28.120000,27.410000,28.790000,25.260000,0.580000,0.530000,0.760000
Miami,2020,201,7.870000,80.120000,28.900000,28.380000,29.430000,25.150000,0.580000,0.530000,0.730000
Miami,2020,202,4.420000,78.810000,28.800000,28.320000,29.320000,24.760000,0.590000,0.530000,0.710000
Miami,2020,203,11.390000,78.880000,28.430000,28.080000,29.120000,24.420000,0.590000,0.530000,0.730000
Miami,2020,204,17.390000,82.560000,27.810000,27.270000,28.310000,24.590000,0.590000,0.550000,0.770000
Miami,2020,205,11.450000,80.880000,28.300000,27.580000,29.060000,24.710000,0.600000,0.560000,0.760000
Miami,2020,206,3.180000,78.810000,28.650000,28.000000,29.390000,24.620000,0.600000,0.550000,0.720000
Miami,2020,207,8.590000,81.750000,28.400000,27.820000,28.830000,25.000000,0.600000,0.550000,0.730000
Miami,2020,208,8.280000,80.380000,28.230000,27.540000,28.940000,24.550000,0.610000,0.550000,0.740000
Miami,2020,209,2.880000,76.810000,28.560000,27.620000,29.290000,24.110000,0.610000,0.550000,0.720000
Miami,2020,210,1.460000,75.940000,28.670000,27.650000,29.550000,24.030000,0.610000,0.540000,0.700000
Miami,2020,211,0.780000,76.750000,28.830000,28.120000,29.670000,24.360000,0.600000,0.530000,0.700000
Miami,2020,212,0.290000,77.560000,28.800000,28.110000,29.580000,24.510000,0.600000,0.520000,0.680000
Miami,2020,213,0.710000,77.880000,29.240000,28.330000,30.080000,24.990000,0.590000,0.510000,0.680000
Miami,2020,214,8.940000,81.750000,28.440000,26.690000,29.450000,25.010000,0.590000,0.510000,0.700000
Miami,2020,215,15.860000,88.880000,28.650000,27.580000,29.480000,26.660000,0.600000,0.520000,0.750000
Miami,2020,216,6.760000,86.620000,29.010000,28.220000,29.860000,26.560000,0.600000,0.540000,0.730000
Miami,2020,217,7.130000,82.500000,29.140000,28.400000,29.840000,25.870000,0.610000,0.550000,0.730000
Miami,2020,218,4.230000,79.940000,28.870000,28.070000,29.650000,25.070000,0.610000,0.550000,0.730000
Miami,2020,219,3.430000,77.250000,29.120000,27.830000,30.460000,24.710000,0.610000,0.540000,0.720000
Miami,2020,220,2.570000,77.940000,29.260000,28.410000,30.200000,25.010000,0.610000,0.540000,0.710000
Miami,2020,221,2.390000,76.120000,29.320000,28.660000,30.280000,24.690000,0.610000,0.530000,0.700000
Miami,2020,222,3.500000,77.750000,29.310000,28.890000,30.050000,25.040000,0.610000,0.530000,0.700000
Miami,2020,223,2.770000,77.940000,29.220000,28.730000,29.940000,24.980000,0.600000,0.520000,0.700000
Miami,2020,224,2.140000,74.310000,29.380000,28.680000,30.270000,24.340000,0.600000,0.520000,0.700000
Miami,2020,225,3.860000,77.440000,29.250000,28.630000,29.840000,24.910000,0.600000,0.520000,0.710000
Miami,2020,226,3.690000,77.190000,29.400000,28.760000,30.230000,25.000000,0.600000,0.530000,0.710000
Miami,2020,227,0.880000,74.500000,29.370000,28.650000,30.190000,24.370000,0.600000,0.520000,0.700000
Miami,2020,228,1.290000,74.190000,29.270000,28.520000,30.080000,24.220000,0.600000,0.520000,0.690000
Miami,2020,229,2.380000,74.940000,29.560000,28.530000,30.570000,24.650000,0.590000,0.520000,0.700000
Miami,2020,230,4.250000,75.310000,29.620000,28.660000,30.850000,24.790000,0.590000,0.520000,0.700000
Miami,2020,231,4.880000,75.380000,29.530000,28.650000,30.590000,24.720000,0.590000,0.520000,0.710000
Miami,2020,232,11.420000,81.880000,28.780000,27.900000,29.510000,25.390000,0.600000,0.530000,0.740000
Miami,2020,233,11.100000,78.380000,29.440000,28.350000,30.230000,25.290000,0.610000,0.550000,0.750000
Miami,2020,234,4.790000,78.250000,29.620000,29.080000,30.270000,25.440000,0.610000,0.550000,0.730000
Miami,2020,235,1.800000,76.250000,29.770000,29.090000,30.550000,25.150000,0.610000,0.540000,0.700000
Miami,2020,236,2.210000,81.190000,29.690000,29.120000,30.330000,26.130000,0.600000,0.530000,0.700000
Miami,2020,237,1.370000,80.310000,29.830000,29.430000,30.300000,26.100000,0.600000,0.520000,0.690000
Miami,2020,238,0.750000,78.440000,29.580000,29.060000,30.410000,25.450000,0.600000,0.520000,0.680000
Miami,2020,239,0.980000,78.880000,29.260000,28.580000,30.120000,25.230000,0.590000,0.510000,0.680000
Miami,2020,240,1.110000,80.560000,29.360000,28.500000,30.120000,25.670000,0.590000,0.500000,0.680000
Miami,2020,241,2.950000,80.750000,29.270000,28.750000,29.570000,25.620000,0.590000,0.510000,0.700000
Miami,2020,242,3.940000,76.940000,29.290000,28.470000,30.150000,24.820000,0.590000,0.510000,0.700000
Miami,2020,243,8.350000,79.250000,29.090000,28.120000,30.330000,25.120000,0.590000,0.520000,0.730000
Miami,2020,244,5.220000,76.560000,29.280000,27.900000,30.800000,24.700000,0.600000,0.530000,0.730000
Miami,2020,245,1.160000,77.440000,29.510000,28.420000,30.840000,25.150000,0.590000,0.530000,0.700000
Miami,2020,246,1.540000,79.500000,29.350000,28.460000,30.200000,25.440000,0.590000,0.520000,0.690000
Miami,2020,247,2.170000,79.250000,29.690000,29.080000,30.540000,25.730000,0.590000,0.520000,0.690000
Miami,2020,248,2.100000,80.440000,29.450000,28.910000,30.210000,25.740000,0.590000,0.510000,0.690000
Miami,2020,249,3.550000,75.440000,29.270000,28.670000,29.870000,24.490000,0.590000,0.510000,0.700000
Miami,2020,250,9.940000,78.500000,27.900000,26.790000,28.920000,23.820000,0.590000,0.520000,0.730000
Miami,2020,251,10.120000,81.560000,27.390000,26.850000,28.330000,23.980000,0.590000,0.530000,0.730000
Miami,2020,252,8.850000,79.690000,28.010000,26.870000,29.000000,24.190000,0.600000,0.540000,0.730000
Miami,2020,253,7.600000,79.310000,28.070000,27.500000,28.600000,24.170000,0.600000,0.550000,0.740000
Miami,2020,254,3.810000,80.440000,28.440000,27.620000,29.110000,24.760000,0.610000,0.550000,0.730000
Miami,2020,255,15.350000,83.500000,28.120000,27.530000,28.840000,25.080000,0.610000,0.550000,0.740000
Miami,2020,256,19.150000,85.250000,27.270000,25.990000,27.830000,24.590000,0.620000,0.580000,0.780000
Miami,2020,257,9.150000,81.620000,28.550000,27.580000,29.230000,25.110000,0.620000,0.580000,0.740000
Miami,2020,258,10.400000,79.500000,28.660000,28.060000,29.400000,24.770000,0.630000,0.580000,0.760000
Miami,2020,259,1.030000,79.380000,28.760000,28.120000,29.430000,24.860000,0.630000,0.570000,0.730000
Miami,2020,260,0.930000,78.120000,28.790000,28.050000,29.640000,24.600000,0.630000,0.550000,0.710000
